tanggal,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius
2017-05-20,Kepulauan Seribu,Malam,Cerah Berawan,70 - 85,25 - 33
2017-05-20,Jakarta Pusat,Malam,Cerah Berawan,70 - 85,25 - 33
2017-05-20,Jakarta Utara,Malam,Cerah Berawan,70 - 85,25 - 33
2017-05-20,Jakarta Timur,Dini Hari,Cerah Berawan,70 - 85,25 - 33
2017-05-20,Jakarta Barat,Dini Hari,Cerah Berawan,70 - 85,25 - 33
2017-05-20,Jakarta Selatan,Dini Hari,Cerah Berawan,70 - 85,25 - 33
2017-05-20,Kepulauan Seribu,Dini Hari,Cerah Berawan,70 - 85,25 - 33
2017-05-20,Jakarta Pusat,Dini Hari,Cerah Berawan,70 - 85,25 - 33
2017-05-20,Jakarta Utara,Dini Hari,Cerah Berawan,70 - 85,25 - 33
2017-05-23,Jakarta Timur,Pagi,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Barat,Pagi,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Selatan,Pagi,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Kepulauan Seribu,Pagi,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Pusat,Pagi,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Utara,Pagi,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Timur,Siang,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Barat,Siang,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Selatan,Siang,Hujan Ringan,55 - 90,24 - 32
2017-05-23,Kepulauan Seribu,Siang,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Pusat,Siang,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Utara,Siang,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Timur,Malam,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Barat,Malam,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Selatan,Malam,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Kepulauan Seribu,Malam,Hujan Ringan,55 - 90,24 - 32
2017-05-23,Jakarta Pusat,Malam,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Utara,Malam,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Timur,Dini Hari,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Barat,Dini Hari,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Selatan,Dini Hari,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Kepulauan Seribu,Dini Hari,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Pusat,Dini Hari,Cerah Berawan,55 - 90,24 - 32
2017-05-23,Jakarta Utara,Dini Hari,Cerah Berawan,55 - 90,24 - 32
2017-05-24,Jakarta Timur,Pagi,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Barat,Pagi,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Selatan,Pagi,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Kepulauan Seribu,Pagi,Cerah,55 - 85,25 - 34
2017-05-24,Jakarta Pusat,Pagi,Cerah,55 - 85,25 - 34
2017-05-24,Jakarta Utara,Pagi,Cerah,55 - 85,25 - 34
2017-05-24,Jakarta Timur,Siang,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Barat,Siang,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Selatan,Siang,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Kepulauan Seribu,Siang,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Pusat,Siang,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Utara,Siang,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Timur,Malam,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Barat,Malam,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Selatan,Malam,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Kepulauan Seribu,Malam,Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Pusat,Malam,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Utara,Malam,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Timur,Dini Hari,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Barat,Dini Hari,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Selatan,Dini Hari,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Kepulauan Seribu,Dini Hari,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Pusat,Dini Hari,Cerah Berawan,55 - 85,25 - 34
2017-05-24,Jakarta Utara,Dini Hari,Cerah Berawan,55 - 85,25 - 34
2017-05-25,Jakarta Timur,Pagi,Cerah Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Barat,Pagi,Cerah Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Selatan,Pagi,Cerah Berawan,55 - 85,26 - 34
2017-05-25,Kepulauan Seribu,Pagi,Cerah Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Pusat,Pagi,Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Utara,Pagi,Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Timur,Siang,Cerah Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Barat,Siang,Berawan Tebal,55 - 85,26 - 34
2017-05-25,Jakarta Selatan,Siang,Cerah Berawan,55 - 85,26 - 34
2017-05-25,Kepulauan Seribu,Siang,Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Pusat,Siang,Cerah Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Utara,Siang,Cerah Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Timur,Malam,Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Barat,Malam,Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Selatan,Malam,Berawan,55 - 85,26 - 34
2017-05-25,Kepulauan Seribu,Malam,Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Pusat,Malam,Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Utara,Malam,Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Timur,Dini Hari,Cerah Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Barat,Dini Hari,Cerah Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Selatan,Dini Hari,Cerah Berawan,55 - 85,26 - 34
2017-05-25,Kepulauan Seribu,Dini Hari,Cerah Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Pusat,Dini Hari,Cerah Berawan,55 - 85,26 - 34
2017-05-25,Jakarta Utara,Dini Hari,Cerah Berawan,55 - 85,26 - 34
2017-05-26,Jakarta Timur,Pagi,Cerah Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Barat,Pagi,Cerah Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Selatan,Pagi,Cerah Berawan,50 - 80,24 - 34
2017-05-26,Kepulauan Seribu,Pagi,Cerah Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Pusat,Pagi,Cerah Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Utara,Pagi,Cerah Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Timur,Siang,Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Barat,Siang,Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Selatan,Siang,Berawan,50 - 80,24 - 34
2017-05-26,Kepulauan Seribu,Siang,Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Pusat,Siang,Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Utara,Siang,Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Timur,Malam,Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Barat,Malam,Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Selatan,Malam,Berawan,50 - 80,24 - 34
2017-05-26,Kepulauan Seribu,Malam,Hujan Lokal,50 - 80,24 - 34
2017-05-26,Jakarta Pusat,Malam,Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Utara,Malam,Berawan,50 - 80,24 - 34
2017-05-26,Jakarta Timur,Dini Hari,Cerah,50 - 80,24 - 34
2017-05-26,Jakarta Barat,Dini Hari,Cerah,50 - 80,24 - 34
2017-05-26,Jakarta Selatan,Dini Hari,Cerah,50 - 80,24 - 34
2017-05-26,Kepulauan Seribu,Dini Hari,Cerah,50 - 80,24 - 34
2017-05-26,Jakarta Pusat,Dini Hari,Cerah,50 - 80,24 - 34
2017-05-26,Jakarta Utara,Dini Hari,Cerah,50 - 80,24 - 34
2017-05-27,Jakarta Timur,Pagi,Berawan,60 - 85,26 - 34
2017-05-27,Jakarta Barat,Pagi,Berawan,60 - 85,26 - 34
2017-05-27,Jakarta Selatan,Pagi,Berawan,60 - 85,26 - 34
2017-05-27,Kepulauan Seribu,Pagi,Berawan,60 - 85,26 - 34
2017-05-27,Jakarta Pusat,Pagi,Berawan,60 - 85,26 - 34
2017-05-27,Jakarta Utara,Pagi,Berawan,60 - 85,26 - 34
2017-05-27,Jakarta Timur,Siang,Hujan Lokal,60 - 85,26 - 34
2017-05-27,Jakarta Barat,Siang,Hujan Ringan,60 - 85,26 - 34
2017-05-27,Jakarta Selatan,Siang,Hujan Lokal,60 - 85,26 - 34
2017-05-27,Kepulauan Seribu,Siang,Hujan Ringan,60 - 85,26 - 34
2017-05-27,Jakarta Pusat,Siang,Hujan Lokal,60 - 85,26 - 34
2017-05-27,Jakarta Utara,Siang,Hujan Lokal,60 - 85,26 - 34
2017-05-27,Jakarta Timur,Malam,Berawan Tebal,60 - 85,26 - 34
2017-05-27,Jakarta Barat,Malam,Berawan,60 - 85,26 - 34
2017-05-27,Jakarta Selatan,Malam,Berawan Tebal,60 - 85,26 - 34
2017-05-27,Kepulauan Seribu,Malam,Hujan Lokal,60 - 85,26 - 34
2017-05-27,Jakarta Pusat,Malam,Berawan Tebal,60 - 85,26 - 34
2017-05-27,Jakarta Utara,Malam,Berawan Tebal,60 - 85,26 - 34
2017-05-27,Jakarta Timur,Dini Hari,Berawan,60 - 85,26 - 34
2017-05-27,Jakarta Barat,Dini Hari,Berawan,60 - 85,26 - 34
2017-05-27,Jakarta Selatan,Dini Hari,Berawan,60 - 85,26 - 34
2017-05-27,Kepulauan Seribu,Dini Hari,Berawan,60 - 85,26 - 34
2017-05-27,Jakarta Pusat,Dini Hari,Berawan,60 - 85,26 - 34
2017-05-27,Jakarta Utara,Dini Hari,Berawan,60 - 85,26 - 34
2017-05-31,Jakarta Timur,Pagi,Hujan Ringan,75 - 95,24 - 32
2017-05-31,Jakarta Barat,Pagi,Hujan Ringan,75 - 95,24 - 32
2017-05-31,Jakarta Selatan,Pagi,Hujan Ringan,75 - 95,24 - 32
2017-05-31,Kepulauan Seribu,Pagi,Berawan,75 - 95,24 - 32
2017-05-31,Jakarta Pusat,Pagi,Cerah Berawan,75 - 95,24 - 32
2017-05-31,Jakarta Utara,Pagi,Cerah Berawan,75 - 95,24 - 32
2017-05-31,Jakarta Timur,Siang,Berawan,75 - 95,24 - 32
2017-05-31,Jakarta Barat,Siang,Berawan,75 - 95,24 - 32
2017-05-31,Jakarta Selatan,Siang,Berawan,75 - 95,24 - 32
2017-05-31,Kepulauan Seribu,Siang,Hujan Lokal,75 - 95,24 - 32
2017-05-31,Jakarta Pusat,Siang,Berawan,75 - 95,24 - 32
2017-05-31,Jakarta Utara,Siang,Hujan Lokal,75 - 95,24 - 32
2017-05-31,Jakarta Timur,Malam,Berawan Tebal,75 - 95,24 - 32
2017-05-31,Jakarta Barat,Malam,Berawan Tebal,75 - 95,24 - 32
2017-05-31,Jakarta Selatan,Malam,Berawan Tebal,75 - 95,24 - 32
2017-05-31,Kepulauan Seribu,Malam,Hujan Lokal,75 - 95,24 - 32
2017-05-31,Jakarta Pusat,Malam,Berawan Tebal,75 - 95,24 - 32
2017-05-31,Jakarta Utara,Malam,Berawan Tebal,75 - 95,24 - 32
2017-05-31,Jakarta Timur,Dini Hari,Cerah Berawan,75 - 95,24 - 32
2017-05-31,Jakarta Barat,Dini Hari,Cerah Berawan,75 - 95,24 - 32
2017-05-31,Jakarta Selatan,Dini Hari,Cerah Berawan,75 - 95,24 - 32
2017-05-31,Kepulauan Seribu,Dini Hari,Berawan,75 - 95,24 - 32
2017-05-31,Jakarta Pusat,Dini Hari,Cerah Berawan,75 - 95,24 - 32
2017-05-31,Jakarta Utara,Dini Hari,Cerah Berawan,75 - 95,24 - 32
