tanggal,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius
2017-04-21,Kepulauan Seribu,Dini Hari,Hujan Lokal,75 - 95,25 - 34
2017-04-21,Jakarta Pusat,Dini Hari,Berawan,75 - 95,25 - 34
2017-04-21,Jakarta Utara,Dini Hari,Berawan,75 - 95,25 - 34
2017-04-22,Jakarta Timur,Pagi,Hujan Petir,60 - 90,24 - 32
2017-04-22,Jakarta Barat,Pagi,Hujan Sedang,60 - 90,24 - 32
2017-04-22,Jakarta Selatan,Pagi,Hujan Petir,60 - 90,24 - 32
2017-04-22,Kepulauan Seribu,Pagi,Hujan Lokal,60 - 90,24 - 32
2017-04-22,Jakarta Pusat,Pagi,Hujan Lokal,60 - 90,24 - 32
2017-04-22,Jakarta Utara,Pagi,Hujan Lokal,60 - 90,24 - 32
2017-04-22,Jakarta Timur,Siang,Hujan Lokal,60 - 90,24 - 32
2017-04-22,Jakarta Barat,Siang,Hujan Lokal,60 - 90,24 - 32
2017-04-22,Jakarta Selatan,Siang,Hujan Ringan,60 - 90,24 - 32
2017-04-22,Kepulauan Seribu,Siang,Hujan Lokal,60 - 90,24 - 32
2017-04-22,Jakarta Pusat,Siang,Hujan Lokal,60 - 90,24 - 32
2017-04-22,Jakarta Utara,Siang,Hujan Lokal,60 - 90,24 - 32
2017-04-22,Jakarta Timur,Malam,Udara Kabur,60 - 90,24 - 32
2017-04-22,Jakarta Barat,Malam,Berawan Tebal,60 - 90,24 - 32
2017-04-22,Jakarta Selatan,Malam,Udara Kabur,60 - 90,24 - 32
2017-04-22,Kepulauan Seribu,Malam,Hujan Lokal,60 - 90,24 - 32
2017-04-22,Jakarta Pusat,Malam,Udara Kabur,60 - 90,24 - 32
2017-04-22,Jakarta Utara,Malam,Udara Kabur,60 - 90,24 - 32
2017-04-22,Jakarta Timur,Dini Hari,Cerah Berawan,60 - 90,24 - 32
2017-04-22,Jakarta Barat,Dini Hari,Cerah Berawan,60 - 90,24 - 32
2017-04-22,Jakarta Selatan,Dini Hari,Cerah Berawan,60 - 90,24 - 32
2017-04-22,Kepulauan Seribu,Dini Hari,Hujan Ringan,60 - 90,24 - 32
2017-04-22,Jakarta Pusat,Dini Hari,Berawan,60 - 90,24 - 32
2017-04-22,Jakarta Utara,Dini Hari,Berawan,60 - 90,24 - 32
2017-04-23,Jakarta Timur,Pagi,Hujan Lokal,75 - 100,24 - 32
2017-04-23,Jakarta Barat,Pagi,Hujan Sedang,75 - 100,24 - 32
2017-04-23,Jakarta Selatan,Pagi,Hujan Sedang,75 - 100,24 - 32
2017-04-23,Kepulauan Seribu,Pagi,Cerah Berawan,75 - 100,24 - 32
2017-04-23,Jakarta Pusat,Pagi,Hujan Lokal,75 - 100,24 - 32
2017-04-23,Jakarta Utara,Pagi,Hujan Lokal,75 - 100,24 - 32
2017-04-23,Jakarta Timur,Siang,Hujan Ringan,75 - 100,24 - 32
2017-04-23,Jakarta Barat,Siang,Cerah Berawan,75 - 100,24 - 32
2017-04-23,Jakarta Selatan,Siang,Hujan Ringan,75 - 100,24 - 32
2017-04-23,Kepulauan Seribu,Siang,Hujan Ringan,75 - 100,24 - 32
2017-04-23,Jakarta Pusat,Siang,Berawan,75 - 100,24 - 32
2017-04-23,Jakarta Utara,Siang,Hujan Lokal,75 - 100,24 - 32
2017-04-23,Jakarta Timur,Malam,Cerah Berawan,75 - 100,24 - 32
2017-04-23,Jakarta Barat,Malam,Cerah Berawan,75 - 100,24 - 32
2017-04-23,Jakarta Selatan,Malam,Cerah Berawan,75 - 100,24 - 32
2017-04-23,Kepulauan Seribu,Malam,Hujan Ringan,75 - 100,24 - 32
2017-04-23,Jakarta Pusat,Malam,Cerah Berawan,75 - 100,24 - 32
2017-04-23,Jakarta Utara,Malam,Cerah Berawan,75 - 100,24 - 32
2017-04-23,Jakarta Timur,Dini Hari,Cerah Berawan,75 - 100,24 - 32
2017-04-23,Jakarta Barat,Dini Hari,Udara Kabur,75 - 100,24 - 32
2017-04-23,Jakarta Selatan,Dini Hari,Cerah Berawan,75 - 100,24 - 32
2017-04-23,Kepulauan Seribu,Dini Hari,Berawan,75 - 100,24 - 32
2017-04-23,Jakarta Pusat,Dini Hari,Berawan,75 - 100,24 - 32
2017-04-23,Jakarta Utara,Dini Hari,Berawan,75 - 100,24 - 32
2017-04-24,Jakarta Timur,Pagi,Hujan Lokal,65 - 95,24 - 32
2017-04-24,Jakarta Barat,Pagi,Hujan Sedang,65 - 95,24 - 32
2017-04-24,Jakarta Selatan,Pagi,Hujan Sedang,65 - 95,24 - 32
2017-04-24,Kepulauan Seribu,Pagi,Cerah Berawan,65 - 95,24 - 32
2017-04-24,Jakarta Pusat,Pagi,Hujan Lokal,65 - 95,24 - 32
2017-04-24,Jakarta Utara,Pagi,Hujan Lokal,65 - 95,24 - 32
2017-04-24,Jakarta Timur,Siang,Hujan Lokal,65 - 95,24 - 32
2017-04-24,Jakarta Barat,Siang,Hujan Lokal,65 - 95,24 - 32
2017-04-24,Jakarta Selatan,Siang,Hujan Petir,65 - 95,24 - 32
2017-04-24,Kepulauan Seribu,Siang,Hujan Ringan,65 - 95,24 - 32
2017-04-24,Jakarta Pusat,Siang,Hujan Lokal,65 - 95,24 - 32
2017-04-24,Jakarta Utara,Siang,Hujan Ringan,65 - 95,24 - 32
2017-04-24,Jakarta Timur,Malam,Cerah Berawan,65 - 95,24 - 32
2017-04-24,Jakarta Barat,Malam,Berawan,65 - 95,24 - 32
2017-04-24,Jakarta Selatan,Malam,Cerah Berawan,65 - 95,24 - 32
2017-04-24,Kepulauan Seribu,Malam,Hujan Lokal,65 - 95,24 - 32
2017-04-24,Jakarta Pusat,Malam,Berawan,65 - 95,24 - 32
2017-04-24,Jakarta Utara,Malam,Hujan Ringan,65 - 95,24 - 32
2017-04-24,Jakarta Timur,Dini Hari,Cerah Berawan,65 - 95,24 - 32
2017-04-24,Jakarta Barat,Dini Hari,Udara Kabur,65 - 95,24 - 32
2017-04-24,Jakarta Selatan,Dini Hari,Cerah Berawan,65 - 95,24 - 32
2017-04-24,Kepulauan Seribu,Dini Hari,Berawan,65 - 95,24 - 32
2017-04-24,Jakarta Pusat,Dini Hari,Berawan,65 - 95,24 - 32
2017-04-24,Jakarta Utara,Dini Hari,Berawan,65 - 95,24 - 32
2017-04-25,Jakarta Timur,Pagi,Hujan Sedang, 70 - 85,24 - 31
2017-04-25,Jakarta Barat,Pagi,Hujan Ringan, 70 - 85,24 - 31
2017-04-25,Jakarta Selatan,Pagi,Hujan Sedang, 70 - 85,24 - 31
2017-04-25,Kepulauan Seribu,Pagi,Cerah Berawan, 70 - 85,24 - 31
2017-04-25,Jakarta Pusat,Pagi,Hujan Lokal, 70 - 85,24 - 31
2017-04-25,Jakarta Utara,Pagi,Hujan Lokal, 70 - 85,24 - 31
2017-04-25,Jakarta Timur,Siang,Berawan, 70 - 85,24 - 31
2017-04-25,Jakarta Barat,Siang,Berawan Tebal, 70 - 85,24 - 31
2017-04-25,Jakarta Selatan,Siang,Berawan, 70 - 85,24 - 31
2017-04-25,Kepulauan Seribu,Siang,Hujan Lokal, 70 - 85,24 - 31
2017-04-25,Jakarta Pusat,Siang,Berawan Tebal, 70 - 85,24 - 31
2017-04-25,Jakarta Utara,Siang,Berawan Tebal, 70 - 85,24 - 31
2017-04-25,Jakarta Timur,Malam,Berawan Tebal, 70 - 85,24 - 31
2017-04-25,Jakarta Barat,Malam,Berawan Tebal, 70 - 85,24 - 31
2017-04-25,Jakarta Selatan,Malam,Berawan Tebal, 70 - 85,24 - 31
2017-04-25,Kepulauan Seribu,Malam,Hujan Petir, 70 - 85,24 - 31
2017-04-25,Jakarta Pusat,Malam,Berawan Tebal, 70 - 85,24 - 31
2017-04-25,Jakarta Utara,Malam,Hujan Lokal, 70 - 85,24 - 31
2017-04-25,Jakarta Timur,Dini Hari,Cerah Berawan, 70 - 85,24 - 31
2017-04-25,Jakarta Barat,Dini Hari,Cerah Berawan, 70 - 85,24 - 31
2017-04-25,Jakarta Selatan,Dini Hari,Cerah Berawan, 70 - 85,24 - 31
2017-04-25,Kepulauan Seribu,Dini Hari,Cerah Berawan, 70 - 85,24 - 31
2017-04-25,Jakarta Pusat,Dini Hari,Cerah Berawan, 70 - 85,24 - 31
2017-04-25,Jakarta Utara,Dini Hari,Cerah Berawan, 70 - 85,24 - 31
2017-04-26,Jakarta Timur,Pagi,Hujan Petir,85 - 90 ,24 - 32
2017-04-26,Jakarta Barat,Pagi,Hujan Lokal,85 - 90 ,24 - 32
2017-04-26,Jakarta Selatan,Pagi,Hujan Lokal,85 - 90 ,24 - 32
2017-04-26,Kepulauan Seribu,Pagi,Berawan Tebal,85 - 90 ,24 - 32
2017-04-26,Jakarta Pusat,Pagi,Hujan Lokal,85 - 90 ,24 - 32
2017-04-26,Jakarta Utara,Pagi,Hujan Lokal,85 - 90 ,24 - 32
2017-04-26,Jakarta Timur,Siang,Hujan Lokal,85 - 90 ,24 - 32
2017-04-26,Jakarta Barat,Siang,Hujan Lokal,85 - 90 ,24 - 32
2017-04-26,Jakarta Selatan,Siang,Hujan Lokal,85 - 90 ,24 - 32
2017-04-26,Kepulauan Seribu,Siang,Berawan Tebal,85 - 90 ,24 - 32
2017-04-26,Jakarta Pusat,Siang,Hujan Lokal,85 - 90 ,24 - 32
2017-04-26,Jakarta Utara,Siang,Hujan Lokal,85 - 90 ,24 - 32
2017-04-26,Jakarta Timur,Malam,Berawan,85 - 90 ,24 - 32
2017-04-26,Jakarta Barat,Malam,Cerah Berawan,85 - 90 ,24 - 32
2017-04-26,Jakarta Selatan,Malam,Berawan,85 - 90 ,24 - 32
2017-04-26,Kepulauan Seribu,Malam,Hujan Lokal,85 - 90 ,24 - 32
2017-04-26,Jakarta Pusat,Malam,Berawan,85 - 90 ,24 - 32
2017-04-26,Jakarta Utara,Malam,Berawan,85 - 90 ,24 - 32
2017-04-26,Jakarta Timur,Dini Hari,Hujan Lokal,85 - 90 ,24 - 32
2017-04-26,Jakarta Barat,Dini Hari,Berawan Tebal,85 - 90 ,24 - 32
2017-04-26,Jakarta Selatan,Dini Hari,Berawan Tebal,85 - 90 ,24 - 32
2017-04-26,Kepulauan Seribu,Dini Hari,Hujan Lokal,85 - 90 ,24 - 32
2017-04-26,Jakarta Pusat,Dini Hari,Berawan Tebal,85 - 90 ,24 - 32
2017-04-26,Jakarta Utara,Dini Hari,Hujan Lokal,85 - 90 ,24 - 32
2017-04-27,Jakarta Timur,Pagi,Hujan Sedang, 60 - 85,24 - 33
2017-04-27,Jakarta Barat,Pagi,Hujan Petir, 60 - 85,24 - 33
2017-04-27,Jakarta Selatan,Pagi,Hujan Sedang, 60 - 85,24 - 33
2017-04-27,Kepulauan Seribu,Pagi,Cerah Berawan, 60 - 85,24 - 33
2017-04-27,Jakarta Pusat,Pagi,Hujan Ringan, 60 - 85,24 - 33
2017-04-27,Jakarta Utara,Pagi,Hujan Ringan, 60 - 85,24 - 33
2017-04-27,Jakarta Timur,Siang,Hujan Sedang, 60 - 85,24 - 33
2017-04-27,Jakarta Barat,Siang,Hujan Sedang, 60 - 85,24 - 33
2017-04-27,Jakarta Selatan,Siang,Hujan Sedang, 60 - 85,24 - 33
2017-04-27,Kepulauan Seribu,Siang,Berawan, 60 - 85,24 - 33
2017-04-27,Jakarta Pusat,Siang,Hujan Sedang, 60 - 85,24 - 33
2017-04-27,Jakarta Utara,Siang,Hujan Ringan, 60 - 85,24 - 33
2017-04-27,Jakarta Timur,Malam,Cerah Berawan, 60 - 85,24 - 33
2017-04-27,Jakarta Barat,Malam,Hujan Lokal, 60 - 85,24 - 33
2017-04-27,Jakarta Selatan,Malam,Cerah Berawan, 60 - 85,24 - 33
2017-04-27,Kepulauan Seribu,Malam,Hujan Lokal, 60 - 85,24 - 33
2017-04-27,Jakarta Pusat,Malam,Hujan Lokal, 60 - 85,24 - 33
2017-04-27,Jakarta Utara,Malam,Hujan Lokal, 60 - 85,24 - 33
2017-04-27,Jakarta Timur,Dini Hari,Cerah Berawan, 60 - 85,24 - 33
2017-04-27,Jakarta Barat,Dini Hari,Cerah Berawan, 60 - 85,24 - 33
2017-04-27,Jakarta Selatan,Dini Hari,Cerah Berawan, 60 - 85,24 - 33
2017-04-27,Kepulauan Seribu,Dini Hari,Hujan Ringan, 60 - 85,24 - 33
2017-04-27,Jakarta Pusat,Dini Hari,Cerah Berawan, 60 - 85,24 - 33
2017-04-27,Jakarta Utara,Dini Hari,Cerah Berawan, 60 - 85,24 - 33
2017-04-29,Jakarta Timur,Pagi,Hujan Sedang, 60 - 95,24 - 32
2017-04-29,Jakarta Barat,Pagi,Hujan Lokal, 60 - 95,24 - 32
2017-04-29,Jakarta Selatan,Pagi,Hujan Sedang, 60 - 95,24 - 32
2017-04-29,Kepulauan Seribu,Pagi,Berawan Tebal, 60 - 95,24 - 32
2017-04-29,Jakarta Pusat,Pagi,Hujan Lokal, 60 - 95,24 - 32
2017-04-29,Jakarta Utara,Pagi,Hujan Lokal, 60 - 95,24 - 32
2017-04-29,Jakarta Timur,Siang,Hujan Ringan, 60 - 95,24 - 32
2017-04-29,Jakarta Barat,Siang,Berawan Tebal, 60 - 95,24 - 32
2017-04-29,Jakarta Selatan,Siang,Hujan Ringan, 60 - 95,24 - 32
2017-04-29,Kepulauan Seribu,Siang,Berawan Tebal, 60 - 95,24 - 32
2017-04-29,Jakarta Pusat,Siang,Berawan, 60 - 95,24 - 32
2017-04-29,Jakarta Utara,Siang,Berawan, 60 - 95,24 - 32
2017-04-29,Jakarta Timur,Malam,Cerah Berawan, 60 - 95,24 - 32
2017-04-29,Jakarta Barat,Malam,Cerah Berawan, 60 - 95,24 - 32
2017-04-29,Jakarta Selatan,Malam,Cerah Berawan, 60 - 95,24 - 32
2017-04-29,Kepulauan Seribu,Malam,Cerah Berawan, 60 - 95,24 - 32
2017-04-29,Jakarta Pusat,Malam,Cerah Berawan, 60 - 95,24 - 32
2017-04-29,Jakarta Utara,Malam,Cerah Berawan, 60 - 95,24 - 32
2017-04-29,Jakarta Timur,Dini Hari,Berawan, 60 - 95,24 - 32
2017-04-29,Jakarta Barat,Dini Hari,Berawan, 60 - 95,24 - 32
2017-04-29,Jakarta Selatan,Dini Hari,Berawan, 60 - 95,24 - 32
2017-04-29,Kepulauan Seribu,Dini Hari,Hujan Lokal, 60 - 95,24 - 32
2017-04-29,Jakarta Pusat,Dini Hari,Berawan, 60 - 95,24 - 32
2017-04-29,Jakarta Utara,Dini Hari,Berawan, 60 - 95,24 - 32
2017-04-30,Jakarta Timur,Pagi,Hujan Petir,85 - 90 , 24 - 33
2017-04-30,Jakarta Barat,Pagi,Berawan Tebal,85 - 90 , 24 - 33
2017-04-30,Jakarta Selatan,Pagi,Hujan Lokal,85 - 90 , 24 - 33
2017-04-30,Kepulauan Seribu,Pagi,Berawan,85 - 90 , 24 - 33
2017-04-30,Jakarta Pusat,Pagi,Hujan Lokal,85 - 90 , 24 - 33
2017-04-30,Jakarta Utara,Pagi,Hujan Lokal,85 - 90 , 24 - 33
2017-04-30,Jakarta Timur,Siang,Cerah Berawan,85 - 90 , 24 - 33
2017-04-30,Jakarta Barat,Siang,Cerah Berawan,85 - 90 , 24 - 33
2017-04-30,Jakarta Selatan,Siang,Cerah Berawan,85 - 90 , 24 - 33
2017-04-30,Kepulauan Seribu,Siang,Hujan Lokal,85 - 90 , 24 - 33
2017-04-30,Jakarta Pusat,Siang,Cerah Berawan,85 - 90 , 24 - 33
2017-04-30,Jakarta Utara,Siang,Cerah Berawan,85 - 90 , 24 - 33
2017-04-30,Jakarta Timur,Malam,Berawan,85 - 90 , 24 - 33
2017-04-30,Jakarta Barat,Malam,Cerah Berawan,85 - 90 , 24 - 33
2017-04-30,Jakarta Selatan,Malam,Berawan,85 - 90 , 24 - 33
2017-04-30,Kepulauan Seribu,Malam,Hujan Lokal,85 - 90 , 24 - 33
2017-04-30,Jakarta Pusat,Malam,Berawan,85 - 90 , 24 - 33
2017-04-30,Jakarta Utara,Malam,Berawan,85 - 90 , 24 - 33
2017-04-30,Jakarta Timur,Dini Hari,Cerah Berawan,85 - 90 , 24 - 33
2017-04-30,Jakarta Barat,Dini Hari,Cerah Berawan,85 - 90 , 24 - 33
2017-04-30,Jakarta Selatan,Dini Hari,Cerah Berawan,85 - 90 , 24 - 33
2017-04-30,Kepulauan Seribu,Dini Hari,Hujan Lokal,85 - 90 , 24 - 33
2017-04-30,Jakarta Pusat,Dini Hari,Cerah Berawan,85 - 90 , 24 - 33
2017-04-30,Jakarta Utara,Dini Hari,Cerah Berawan,85 - 90 , 24 - 33
