tanggal,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius
2017-02-25,Jakarta Selatan,Malam,Berawan,55 - 95,24 - 29
2017-02-25,Kepulauan Seribu,Malam,Berawan Tebal,55 - 95,24 - 29
2017-02-25,Jakarta Pusat,Malam,Berawan Tebal,55 - 95,24 - 29
2017-02-25,Jakarta Utara,Malam,Berawan Tebal,55 - 95,24 - 29
2017-02-25,Jakarta Timur,Dini Hari,Berawan Tebal,55 - 95,24 - 29
2017-02-25,Jakarta Barat,Dini Hari,Berawan,55 - 95,24 - 29
2017-02-25,Jakarta Selatan,Dini Hari,Berawan Tebal,55 - 95,24 - 29
2017-02-25,Kepulauan Seribu,Dini Hari,Hujan Lokal,55 - 95,24 - 29
2017-02-25,Jakarta Pusat,Dini Hari,Berawan Tebal,55 - 95,24 - 29
2017-02-25,Jakarta Utara,Dini Hari,Berawan Tebal,55 - 95,24 - 29
2017-02-26,Jakarta Timur,Pagi,Hujan Sedang,75 - 95,23 - 31
2017-02-26,Jakarta Barat,Pagi,Hujan Ringan,75 - 95,23 - 31
2017-02-26,Jakarta Selatan,Pagi,Hujan Sedang,75 - 95,23 - 31
2017-02-26,Kepulauan Seribu,Pagi,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Jakarta Pusat,Pagi,Hujan Ringan,75 - 95,23 - 31
2017-02-26,Jakarta Utara,Pagi,Hujan Ringan,75 - 95,23 - 31
2017-02-26,Jakarta Timur,Siang,Hujan Lokal,75 - 95,23 - 31
2017-02-26,Jakarta Barat,Siang,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Jakarta Selatan,Siang,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Kepulauan Seribu,Siang,Hujan Petir,75 - 95,23 - 31
2017-02-26,Jakarta Pusat,Siang,Hujan Lokal,75 - 95,23 - 31
2017-02-26,Jakarta Utara,Siang,Hujan Ringan,75 - 95,23 - 31
2017-02-26,Jakarta Timur,Malam,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Jakarta Barat,Malam,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Jakarta Selatan,Malam,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Kepulauan Seribu,Malam,Hujan Petir,75 - 95,23 - 31
2017-02-26,Jakarta Pusat,Malam,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Jakarta Utara,Malam,Hujan Ringan,75 - 95,23 - 31
2017-02-26,Jakarta Timur,Dini Hari,Hujan Lokal,75 - 95,23 - 31
2017-02-26,Jakarta Barat,Dini Hari,Berawan,75 - 95,23 - 31
2017-02-26,Jakarta Selatan,Dini Hari,Berawan,75 - 95,23 - 31
2017-02-26,Kepulauan Seribu,Dini Hari,Hujan Lokal,75 - 95,23 - 31
2017-02-26,Jakarta Pusat,Dini Hari,Berawan Tebal,75 - 95,23 - 31
2017-02-26,Jakarta Utara,Dini Hari,Berawan Tebal,75 - 95,23 - 31
2017-02-27,Jakarta Timur,Pagi,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Barat,Pagi,Hujan Ringan,65 - 95,24 - 32
2017-02-27,Jakarta Selatan,Pagi,Hujan Ringan,65 - 95,24 - 32
2017-02-27,Kepulauan Seribu,Pagi,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Pusat,Pagi,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Utara,Pagi,Berawan,65 - 95,24 - 32
2017-02-27,Jakarta Timur,Siang,Hujan Ringan,65 - 95,24 - 32
2017-02-27,Jakarta Barat,Siang,Hujan Petir,65 - 95,24 - 32
2017-02-27,Jakarta Selatan,Siang,Hujan Petir,65 - 95,24 - 32
2017-02-27,Kepulauan Seribu,Siang,Cerah Berawan,65 - 95,24 - 32
2017-02-27,Jakarta Pusat,Siang,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Utara,Siang,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Timur,Malam,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Barat,Malam,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Selatan,Malam,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Kepulauan Seribu,Malam,Hujan Petir,65 - 95,24 - 32
2017-02-27,Jakarta Pusat,Malam,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Utara,Malam,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Timur,Dini Hari,Berawan,65 - 95,24 - 32
2017-02-27,Jakarta Barat,Dini Hari,Berawan,65 - 95,24 - 32
2017-02-27,Jakarta Selatan,Dini Hari,Berawan,65 - 95,24 - 32
2017-02-27,Kepulauan Seribu,Dini Hari,Hujan Ringan,65 - 95,24 - 32
2017-02-27,Jakarta Pusat,Dini Hari,Cerah Berawan,65 - 95,24 - 32
2017-02-27,Jakarta Utara,Dini Hari,Cerah Berawan,65 - 95,24 - 32
2017-02-28,Jakarta Timur,Pagi,Hujan Petir,60 - 95,24 - 32
2017-02-28,Jakarta Barat,Pagi,Hujan Petir,60 - 95,24 - 32
2017-02-28,Jakarta Selatan,Pagi,Hujan Petir,60 - 95,24 - 32
2017-02-28,Kepulauan Seribu,Pagi,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Pusat,Pagi,Hujan Sedang,60 - 95,24 - 32
2017-02-28,Jakarta Utara,Pagi,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Timur,Siang,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Barat,Siang,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Selatan,Siang,Hujan Lokal,60 - 95,24 - 32
2017-02-28,Kepulauan Seribu,Siang,Hujan Petir,60 - 95,24 - 32
2017-02-28,Jakarta Pusat,Siang,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Utara,Siang,Hujan Sedang,60 - 95,24 - 32
2017-02-28,Jakarta Timur,Malam,Hujan Lokal,60 - 95,24 - 32
2017-02-28,Jakarta Barat,Malam,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Selatan,Malam,Hujan Lokal,60 - 95,24 - 32
2017-02-28,Kepulauan Seribu,Malam,Hujan Petir,60 - 95,24 - 32
2017-02-28,Jakarta Pusat,Malam,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Utara,Malam,Hujan Sedang,60 - 95,24 - 32
2017-02-28,Jakarta Timur,Dini Hari,Hujan Lokal,60 - 95,24 - 32
2017-02-28,Jakarta Barat,Dini Hari,Hujan Lokal,60 - 95,24 - 32
2017-02-28,Jakarta Selatan,Dini Hari,Hujan Lokal,60 - 95,24 - 32
2017-02-28,Kepulauan Seribu,Dini Hari,Hujan Petir,60 - 95,24 - 32
2017-02-28,Jakarta Pusat,Dini Hari,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Utara,Dini Hari,Hujan Sedang,60 - 95,24 - 32
